Date,Open,High,Low,Close,Volume
6/27/2013,31.587,31.687,31.587,31.687,2047
6/28/2013,31.993,31.993,31.993,31.993,101
7/1/2013,32.19,32.19,32.117,32.133,3084
7/2/2013,32.078,32.078,32.078,32.078,409
7/5/2013,31.951,31.961,31.891,31.961,363
7/8/2013,32.418,32.418,32.171,32.171,786
7/9/2013,31.971,32.068,31.971,32.029,510
7/10/2013,32.32,32.348,32.32,32.348,349
7/11/2013,32.514,32.583,32.514,32.583,1951
7/12/2013,33.314,33.793,32.613,32.971,1132
7/15/2013,33.216,33.216,33.158,33.158,205
7/17/2013,33.08,33.08,33.08,33.08,101
7/18/2013,33.041,33.041,32.825,32.873,4244
7/19/2013,32.873,33.021,32.873,33.021,2632
7/22/2013,32.961,33.128,32.923,33.128,12894
7/23/2013,33.08,33.08,32.758,32.758,1007
7/24/2013,32.981,32.981,32.633,32.633,9213
7/25/2013,32.933,32.933,32.883,32.883,1391
7/26/2013,32.961,33.011,32.923,33.011,409
7/29/2013,33.109,33.128,32.991,33.089,3216
7/30/2013,32.834,33.021,32.834,33.021,1642
8/1/2013,33.236,33.353,33.177,33.353,981
8/2/2013,33.674,33.674,33.45,33.45,804
8/5/2013,33.422,33.45,33.284,33.44,1010
8/6/2013,33.089,33.333,33.089,33.333,1232
8/7/2013,33.119,33.119,33.05,33.05,209
8/9/2013,33.245,33.245,33.245,33.245,1027
8/12/2013,33.216,33.226,33.216,33.226,565
8/13/2013,33.45,33.489,33.45,33.469,12253
8/15/2013,32.815,33.226,32.815,33.226,1647
8/16/2013,33.138,33.206,33.08,33.08,1251
8/19/2013,33.099,33.099,33.001,33.001,2130
8/21/2013,32.593,33.284,32.593,32.651,1139
8/22/2013,32.795,32.795,31.188,32.68,5079
8/23/2013,32.942,32.942,32.942,32.942,252
8/26/2013,32.843,32.991,32.825,32.951,18338
8/27/2013,32.3,32.448,32.18,32.18,7801
8/28/2013,32.26,32.368,32.078,32.24,9852
8/29/2013,32.378,32.477,32.3,32.398,9351
8/30/2013,32.401,32.401,32.213,32.283,8515
9/3/2013,32.72,32.853,32.524,32.534,14660
9/4/2013,32.67,32.933,32.67,32.805,20910
9/5/2013,33.07,33.128,32.873,32.883,97084
9/6/2013,33.08,33.08,33.08,33.08,307
9/9/2013,33.537,33.753,33.422,33.555,5850
9/10/2013,33.859,34.191,33.859,33.947,27288
9/11/2013,34.181,34.278,34.181,34.181,615
9/12/2013,34.134,34.151,33.977,34.055,13574
9/13/2013,34.065,34.258,33.987,33.987,56139
9/16/2013,34.474,34.579,34.417,34.436,21936
9/17/2013,34.474,34.513,34.387,34.483,6083
9/18/2013,34.268,35.097,34.268,34.841,34370
9/19/2013,34.939,35.261,34.939,35.261,15707
9/20/2013,34.871,34.929,34.794,34.929,1055
9/23/2013,35.261,35.261,34.9,34.909,3400
9/24/2013,35.003,35.003,34.622,34.788,1476
9/26/2013,34.816,34.816,34.758,34.758,510
9/30/2013,34.593,34.682,34.42,34.449,1913
10/4/2013,34.37,34.758,34.37,34.758,727
10/7/2013,34.554,34.593,34.341,34.37,16274
10/8/2013,34.506,34.583,34.128,34.195,40120
10/9/2013,33.921,34.118,33.901,34.04,17425
10/10/2013,34.39,34.662,34.39,34.662,2722
10/11/2013,34.788,34.933,34.602,34.682,37254
10/14/2013,34.622,34.904,34.622,34.904,14772
10/15/2013,34.702,34.923,34.622,34.622,10389
10/16/2013,34.894,35.235,34.855,35.197,42005
10/17/2013,35.121,35.49,35.121,35.325,3725
10/18/2013,35.919,35.919,35.715,35.84,1434
10/21/2013,35.919,35.959,35.89,35.89,615
10/22/2013,36.113,36.18,36.113,36.113,409
10/23/2013,36.074,36.074,36.074,36.074,573
10/24/2013,36.151,36.151,36.141,36.141,340
10/25/2013,35.939,35.939,35.939,35.939,122
10/28/2013,35.656,36.141,35.656,36.074,9160
10/29/2013,36.065,36.065,35.784,35.88,1689
10/30/2013,35.84,35.87,35.84,35.84,510
11/1/2013,35.345,35.675,35.345,35.665,1823
11/4/2013,35.463,35.463,35.463,35.463,115
11/6/2013,35.48,35.735,35.364,35.735,8052
11/7/2013,35.393,35.393,35.393,35.393,127
11/8/2013,34.943,35.295,34.943,35.168,6083
11/11/2013,35.48,35.48,35.187,35.265,20595
11/12/2013,35.255,35.255,34.953,35.081,19492
11/13/2013,34.943,35.255,34.943,35.255,26756
11/14/2013,35.285,35.509,35.285,35.48,6567
11/15/2013,35.735,35.784,35.656,35.755,2286
11/18/2013,36.16,36.16,35.949,35.949,2981
11/19/2013,35.576,35.576,35.433,35.433,1204
11/20/2013,35.558,35.558,35.197,35.197,392
11/21/2013,35.091,35.626,35.091,35.606,4313
11/22/2013,35.626,35.86,35.626,35.86,205
11/25/2013,36.055,36.065,35.656,35.968,2816
11/26/2013,35.987,35.987,35.987,35.987,101
11/27/2013,36.065,36.065,35.626,35.88,4438
11/29/2013,36.258,36.258,36.258,36.258,101
12/2/2013,36.543,36.543,36.229,36.267,409
12/3/2013,35.656,35.774,35.656,35.695,3703
12/4/2013,35.636,35.636,35.433,35.433,406
12/5/2013,36.563,36.572,36.503,36.503,1165
12/6/2013,36.017,36.017,35.364,35.586,4514
12/10/2013,36.219,36.219,35.9,35.977,4258
12/11/2013,35.87,35.87,35.87,35.87,117
12/13/2013,35.383,35.383,35.131,35.131,5775
12/16/2013,35.383,35.616,35.325,35.433,14802
12/17/2013,35.499,35.528,35.335,35.374,53141
12/18/2013,35.636,35.919,35.383,35.89,1520
12/19/2013,35.9,35.9,35.89,35.89,360
12/20/2013,36.036,36.103,35.929,36.065,3989
12/23/2013,36.307,38.004,36.007,38.004,18948
12/24/2013,36.257,36.276,36.257,36.276,1638
12/26/2013,36.416,36.454,36.267,36.454,6465
12/27/2013,36.659,36.659,36.463,36.463,16207
12/30/2013,36.688,36.688,36.659,36.659,1624
12/31/2013,37.059,37.059,36.532,36.532,944
1/2/2014,36.921,36.921,36.198,36.356,1989
1/3/2014,36.424,36.424,36.424,36.424,217
1/6/2014,36.424,36.424,36.121,36.14,4065
1/7/2014,36.512,36.815,36.326,36.424,9958
1/8/2014,36.698,36.766,36.13,36.562,5553
1/9/2014,36.473,36.562,36.035,36.444,4011
1/10/2014,36.512,36.552,36.512,36.512,4218
1/13/2014,36.552,36.552,36.026,36.026,1364
1/14/2014,36.542,36.542,36.492,36.492,2745
1/15/2014,36.522,36.522,36.492,36.492,1215
1/16/2014,36.522,36.571,36.522,36.532,2147
1/17/2014,36.552,36.552,36.366,36.376,2913
1/21/2014,36.659,36.698,36.599,36.599,627
1/22/2014,36.746,36.746,36.416,36.736,1697
1/23/2014,36.424,36.434,36.238,36.238,2040
1/24/2014,35.764,35.764,35.274,35.274,9652
1/27/2014,35.392,35.392,34.777,35.001,6133
1/28/2014,34.777,35.079,34.562,35.079,12848
1/29/2014,34.835,34.835,34.777,34.777,513
1/30/2014,35.021,35.186,35.021,35.186,609
1/31/2014,34.835,35.432,34.835,35.334,1466
2/3/2014,34.902,34.971,34.611,34.611,872
2/4/2014,35.089,35.089,35.089,35.089,408
2/5/2014,34.931,34.981,34.621,34.711,24364
2/6/2014,35.089,35.392,35.089,35.354,1537
2/7/2014,35.224,35.344,35.215,35.344,5161
2/10/2014,33.998,35.635,33.989,35.635,2741
2/11/2014,35.986,35.986,35.937,35.937,1059
2/12/2014,36.179,36.179,35.595,35.645,1405
2/13/2014,35.744,35.829,35.744,35.829,801
2/14/2014,36.286,36.306,36.267,36.267,828
2/18/2014,36.58,36.727,36.562,36.688,3260
2/19/2014,36.708,36.708,36.571,36.571,1752
2/20/2014,36.483,36.483,36.073,36.073,569
2/24/2014,37.011,37.011,37.011,37.011,174
2/25/2014,36.805,37.098,36.805,37.098,1045
2/26/2014,37.001,37.001,36.805,36.805,861
2/27/2014,36.941,36.941,36.864,36.864,589
2/28/2014,37.399,37.496,36.991,37.496,748
3/3/2014,37.185,37.185,36.805,36.805,682
3/4/2014,37.449,37.449,37.449,37.449,356
3/5/2014,37.536,37.536,37.078,37.078,883
3/6/2014,37.937,37.984,37.419,37.419,796
3/10/2014,37.361,37.361,36.883,36.883,589
3/11/2014,37.351,37.351,37.078,37.078,2588
3/12/2014,36.815,37.04,36.708,37.04,3256
3/14/2014,36.522,36.571,36.267,36.571,13238
3/17/2014,36.198,36.659,36.198,36.609,14326
3/18/2014,36.941,37.001,36.736,36.786,13074
3/19/2014,36.659,36.756,36.463,36.629,13524
3/20/2014,36.396,36.396,36.238,36.238,811
3/21/2014,36.708,36.854,36.366,36.366,1081
3/25/2014,36.595,36.723,36.43,36.694,2872
3/26/2014,36.791,36.791,36.538,36.595,1231
3/27/2014,36.243,36.605,36.243,36.605,1322
3/28/2014,36.548,36.548,36.312,36.44,536
3/31/2014,36.791,36.791,36.791,36.791,166
4/1/2014,37.262,37.358,36.958,36.958,398
4/2/2014,37.484,37.484,37.281,37.475,915
4/3/2014,36.87,37.134,36.87,36.87,505
4/4/2014,37.348,37.348,36.635,36.635,896
4/7/2014,36.031,36.031,36.031,36.031,808
4/8/2014,36.214,36.322,36.185,36.302,10673
4/10/2014,36.938,36.938,36.733,36.733,614
4/11/2014,36.069,36.43,36.069,36.165,1213
4/14/2014,36.041,36.253,36.031,36.224,4803
4/15/2014,36.322,36.488,36.322,36.488,572
4/17/2014,36.978,37.018,36.752,36.84,2934
4/21/2014,36.928,37.134,36.928,37.134,760
4/22/2014,37.358,37.366,37.115,37.115,8089
4/23/2014,36.85,37.144,36.85,37.095,21973
4/24/2014,37.037,37.281,37.037,37.076,818
4/25/2014,36.733,36.899,36.733,36.83,3767
4/28/2014,36.83,36.83,36.83,36.83,317
4/29/2014,36.772,36.83,36.772,36.83,1580
4/30/2014,36.811,36.821,36.762,36.821,2396
5/1/2014,36.714,36.948,36.714,36.948,2950
5/2/2014,37.008,37.008,36.958,36.958,582
5/5/2014,36.948,36.948,36.899,36.899,446
5/6/2014,36.87,36.87,36.782,36.782,952
5/7/2014,36.694,36.694,36.322,36.518,1363
5/8/2014,36.879,36.879,36.879,36.879,343
5/9/2014,36.665,36.704,36.665,36.704,1442
5/13/2014,36.998,37.328,36.909,36.948,2103
5/14/2014,37.066,37.066,37.047,37.047,1004
5/16/2014,36.733,36.733,36.694,36.694,733
5/19/2014,36.919,36.919,36.919,36.919,1010
5/20/2014,36.948,36.948,36.948,36.948,461
5/21/2014,36.879,37.056,36.879,37.056,4712
5/22/2014,37.291,37.291,37.134,37.192,1651
5/23/2014,37.124,37.262,37.124,37.262,574
5/27/2014,37.281,37.582,37.281,37.281,324
5/28/2014,37.291,37.358,37.291,37.358,507
5/29/2014,37.406,37.406,37.291,37.338,1451
6/3/2014,37.563,37.563,37.553,37.553,363
6/4/2014,37.67,37.679,37.67,37.679,604
6/5/2014,37.192,37.192,37.154,37.173,2644
6/6/2014,37.543,37.543,37.436,37.436,679
6/9/2014,37.328,37.484,37.328,37.484,847
6/10/2014,37.416,37.446,37.416,37.446,484
6/11/2014,37.163,37.503,37.163,37.494,757
6/12/2014,37.475,37.513,36.811,37.252,14410
6/17/2014,37.749,37.827,37.611,37.699,1098
6/18/2014,37.689,37.709,37.689,37.709,310
6/19/2014,37.973,38.071,37.963,38.031,16524
6/20/2014,38.158,38.158,38.031,38.158,4435
6/23/2014,37.963,38.118,37.906,38.051,23280
6/24/2014,38.104,38.104,37.841,37.901,16323
6/25/2014,37.743,38.026,37.743,38.026,8718
6/26/2014,37.812,38.301,37.812,37.812,266
6/27/2014,37.921,37.931,37.822,37.832,19912
6/30/2014,37.713,38.134,37.713,38.094,48264
7/1/2014,38.252,38.596,38.173,38.33,42623
7/2/2014,38.399,38.557,38.399,38.469,14609
7/3/2014,38.691,38.82,38.625,38.761,7906
7/7/2014,38.439,38.449,38.35,38.389,30476
7/8/2014,38.144,38.164,38.016,38.124,8318
7/9/2014,38.056,38.056,37.996,38.046,4820
7/10/2014,37.773,37.931,37.625,37.812,3321
7/11/2014,37.763,37.763,37.763,37.763,413
7/14/2014,38.311,38.311,38.164,38.164,4108
7/15/2014,38.085,38.134,37.959,37.977,7506
7/16/2014,38.085,38.085,38.085,38.085,2356
7/17/2014,37.792,37.832,37.605,37.605,3177
7/18/2014,37.792,37.792,37.743,37.782,765
7/21/2014,37.615,37.615,37.605,37.605,406
7/22/2014,38.154,38.173,38.076,38.173,3256
7/23/2014,38.173,38.223,38.104,38.203,21159
7/24/2014,38.085,38.173,38.026,38.164,12280
7/25/2014,38.508,38.508,37.891,37.891,596
7/28/2014,37.723,37.792,37.683,37.763,1287
7/30/2014,37.773,37.773,37.773,37.773,437
7/31/2014,37.683,37.683,37.107,37.195,2984
8/1/2014,37.185,37.185,36.95,37,1114
8/4/2014,36.94,37.058,36.773,37.029,8526
8/5/2014,36.95,37.419,36.753,36.852,3841
8/6/2014,36.724,36.99,36.705,36.733,14748
8/8/2014,36.666,36.832,36.666,36.832,662
8/11/2014,37.097,37.137,36.96,37.137,615
8/12/2014,36.872,36.872,36.872,36.872,104
8/14/2014,37.147,37.147,37.097,37.097,1521
8/19/2014,37.097,37.625,37.097,37.625,1069
8/20/2014,37.567,37.596,37.439,37.547,19973
8/22/2014,37.567,37.567,37.294,37.419,14743
8/25/2014,37.469,37.615,37.469,37.547,7720
8/26/2014,37.792,37.841,37.615,37.782,6801
8/27/2014,38.016,38.016,37.881,37.931,13578
8/28/2014,37.901,37.901,37.901,37.901,391
8/29/2014,38.272,38.272,37.812,37.891,3334
9/2/2014,38.282,38.282,38.193,38.203,1601
9/3/2014,38.066,38.066,38.066,38.066,174
9/4/2014,38.311,38.311,38.311,38.311,498
9/5/2014,38.066,38.076,38.066,38.076,802
9/8/2014,37.841,37.891,37.557,37.557,644
9/9/2014,37.782,37.782,37.782,37.782,35785
9/10/2014,37.255,38.056,37.255,38.046,1462
9/11/2014,37.822,37.871,37.389,37.871,2140
9/12/2014,37.369,37.369,37.369,37.369,101
9/15/2014,37.351,37.429,37.255,37.429,11191
9/16/2014,37.264,37.625,37.264,37.625,14315
9/17/2014,37.723,37.723,37.274,37.274,2422
9/18/2014,37.341,37.664,37.341,37.625,4662
9/19/2014,38.262,38.262,37.389,37.478,7450
9/22/2014,37.175,37.175,37.117,37.175,1956
9/23/2014,36.94,37.02,36.813,36.813,4528
9/24/2014,36.696,36.725,36.696,36.725,770
9/25/2014,36.696,36.696,36.431,36.431,2527
9/26/2014,36.814,36.824,36.725,36.824,3415
9/29/2014,36.57,36.981,36.57,36.657,6396
9/30/2014,36.5,36.774,36.333,36.587,5468
10/1/2014,36.205,36.205,36.068,36.068,3145
10/2/2014,36.068,36.126,35.717,36.126,5424
10/3/2014,36.313,36.313,36.088,36.254,1735
10/6/2014,36.126,36.126,36.126,36.126,270
10/7/2014,36.059,36.059,35.805,35.805,571
10/8/2014,36.078,36.078,36.078,36.078,265
10/9/2014,35.356,35.356,35.356,35.356,446
10/10/2014,34.581,34.581,34.446,34.465,888
10/13/2014,34.356,34.571,34.356,34.571,1681
10/14/2014,34.474,34.561,34.474,34.561,427
10/15/2014,34.044,34.053,33.504,33.504,1869
10/16/2014,34.15,34.199,34.15,34.15,663
10/20/2014,35.207,35.207,35.207,35.207,540
10/21/2014,35.444,35.932,35.444,35.568,484
10/22/2014,35.404,35.404,35.404,35.404,151
10/27/2014,35.501,35.501,35.501,35.501,449
10/28/2014,36.413,36.413,36.413,36.413,163
10/29/2014,36.373,37.324,36.373,36.597,1130
10/31/2014,36.597,36.597,36.587,36.597,827
11/5/2014,36.57,36.578,36.57,36.578,212
11/6/2014,36.863,38.879,36.56,36.56,2592
11/7/2014,36.617,36.617,36.53,36.578,3120
11/10/2014,38.723,38.733,36.863,36.931,1529
11/12/2014,36.764,36.764,36.764,36.764,2480
11/14/2014,36.833,36.833,36.833,36.833,1030
11/17/2014,36.981,37.021,36.873,36.951,1430
11/19/2014,37.001,37.128,36.892,36.892,543
11/20/2014,36.824,36.824,36.824,36.824,545
11/21/2014,37.38,37.616,37.342,37.498,2864
11/24/2014,37.606,37.694,37.246,37.246,1311
11/25/2014,37.96,38.008,37.45,37.45,1498
11/26/2014,37.96,38.086,37.587,37.587,602
12/1/2014,36.833,37.246,36.804,36.804,518
12/2/2014,37.43,37.44,37.43,37.44,1349
12/4/2014,37.38,37.38,37.38,37.38,937
12/5/2014,37.479,37.479,37.479,37.479,715
12/8/2014,37.265,37.265,37.265,37.265,244
12/10/2014,36.5,36.5,36.235,36.235,888
12/11/2014,36.54,36.54,36.303,36.303,384
12/12/2014,36.323,36.323,35.464,35.464,2133
12/16/2014,35.747,35.747,35.424,35.501,2141
12/17/2014,35.394,35.873,35.394,35.873,934
12/18/2014,36.363,36.52,36.333,36.481,6508
12/19/2014,36.853,36.853,36.794,36.794,953
12/22/2014,36.863,38.175,36.863,36.863,268
12/23/2014,36.804,37.001,36.647,36.647,3555
12/24/2014,37.022,37.031,36.618,36.628,5627
12/26/2014,37.227,37.247,37.207,37.227,515
12/29/2014,36.598,36.598,36.598,36.598,214
12/30/2014,36.735,36.745,36.374,36.374,30569
12/31/2014,36.687,36.687,36.687,36.687,5158
1/2/2015,36.491,36.491,35.894,35.894,2064
1/5/2015,35.511,35.698,35.394,35.454,630
1/6/2015,34.844,35.158,34.835,35.158,640
1/8/2015,35.982,36.051,35.708,35.708,1148
1/12/2015,35.649,35.649,35.649,35.649,129
1/14/2015,35.464,35.511,35.464,35.511,1083
1/16/2015,35.511,35.511,35.511,35.511,227
1/20/2015,35.953,35.953,35.728,35.758,2007
1/22/2015,36.002,36.472,36.002,36.472,1689
1/26/2015,36.511,36.668,36.511,36.638,832
1/27/2015,36.697,36.726,36.697,36.726,284
1/28/2015,36.156,36.255,36.156,36.255,1113
1/29/2015,35.844,35.844,35.844,35.844,121
1/30/2015,35.668,35.815,35.668,35.738,872
2/2/2015,36.156,36.156,35.659,35.992,2637
2/3/2015,36.432,36.432,36.432,36.432,203
2/4/2015,36.735,36.735,36.687,36.687,2853
2/5/2015,36.745,36.903,36.726,36.815,3547
2/6/2015,36.707,36.707,36.482,36.482,1398
2/9/2015,36.284,36.579,36.274,36.579,3548
2/10/2015,36.735,36.903,36.472,36.903,2112
2/11/2015,36.551,36.551,36.551,36.551,123
2/12/2015,36.717,37.177,36.304,37.139,1559
2/13/2015,37.509,37.509,37.159,37.159,1015
2/17/2015,37.441,38.049,37.401,37.509,1818
2/18/2015,37.607,37.607,37.607,37.607,273
2/19/2015,37.941,37.961,37.804,37.853,5175
2/20/2015,38.196,38.196,37.775,37.775,446
2/23/2015,37.913,37.913,37.913,37.913,337
2/24/2015,37.971,38.284,37.971,38.284,2083
2/25/2015,38.107,38.373,38.107,38.343,1050
2/26/2015,38.275,38.275,38.167,38.275,1848
2/27/2015,38.531,38.531,38.383,38.452,890
3/2/2015,38.452,38.452,38.452,38.452,101
3/3/2015,38.452,38.452,38.452,38.452,101
3/4/2015,38.019,38.383,38.019,38.019,714
3/5/2015,38.226,38.226,37.951,37.951,1633
3/6/2015,37.951,37.951,37.951,37.951,101
3/9/2015,37.421,37.539,37.421,37.539,1734
3/10/2015,37.539,37.539,37.539,37.539,101
3/12/2015,37.315,37.315,37.315,37.315,101
3/13/2015,37.607,37.656,37.607,37.656,204
3/16/2015,37.333,38.059,37.333,37.745,1940
3/17/2015,37.745,37.745,37.745,37.745,101
3/18/2015,37.745,37.745,37.745,37.745,101
3/19/2015,37.745,37.745,37.745,37.745,101
3/20/2015,38.255,38.784,38.255,38.784,204
3/23/2015,38.969,39.371,38.57,38.609,2857
3/24/2015,39.195,39.195,38.502,38.784,7453
3/25/2015,38.05,38.197,37.923,38.098,10787
3/26/2015,37.745,38.227,37.705,38.227,3866
3/27/2015,38.227,38.227,37.784,38.197,4783
3/30/2015,38.394,38.394,37.705,37.853,15061
3/31/2015,37.853,37.853,37.853,37.853,22
4/1/2015,37.863,37.863,37.705,37.705,10991
4/2/2015,38.217,38.217,38.187,38.187,1222
4/6/2015,38.777,38.777,38.464,38.504,917
4/7/2015,38.639,38.639,38.639,38.639,571
4/8/2015,38.639,38.639,38.639,38.639,101
4/9/2015,39.297,39.306,39.297,39.306,466
4/10/2015,39.534,39.78,39.534,39.78,610
4/13/2015,39.584,39.584,39.584,39.584,203
4/14/2015,39.602,39.612,39.602,39.612,814
4/15/2015,39.632,39.632,39.632,39.632,305
4/16/2015,39.612,39.651,39.416,39.534,5698
4/20/2015,39.534,39.534,39.534,39.534,48
4/21/2015,39.594,39.594,39.524,39.534,1307
4/23/2015,39.534,39.534,39.534,39.534,101
4/24/2015,39.534,39.534,39.534,39.534,2
4/27/2015,40.133,40.133,40.133,40.133,101
4/28/2015,40.133,40.133,40.133,40.133,71
4/29/2015,40.133,40.133,40.133,40.133,101
4/30/2015,40.133,40.133,40.133,40.133,101
5/1/2015,39.879,39.879,39.85,39.85,407
5/4/2015,39.701,39.957,39.584,39.711,2237
5/5/2015,39.436,39.436,39.436,39.436,610
5/6/2015,39.436,39.436,39.436,39.436,7
5/7/2015,39.436,39.436,39.436,39.436,13
5/8/2015,39.436,39.436,39.436,39.436,101
5/11/2015,39.8,39.81,39.661,39.661,1525
5/12/2015,39.731,39.731,39.661,39.661,967
5/13/2015,39.642,39.701,39.642,39.701,2082
5/15/2015,40.045,40.045,39.995,39.995,908
5/18/2015,39.76,39.967,39.75,39.967,1194
5/19/2015,39.76,39.76,39.731,39.731,1358
5/21/2015,40.015,40.015,40.015,40.015,610
5/22/2015,39.995,39.995,39.76,39.76,203
5/26/2015,39.229,39.229,39.082,39.082,342
5/27/2015,39.594,39.594,39.594,39.594,305
5/28/2015,39.594,39.594,39.594,39.594,2
5/29/2015,39.594,39.594,39.594,39.594,101
6/1/2015,39.594,39.594,39.594,39.594,178
6/2/2015,39.632,39.632,39.632,39.632,1847
6/3/2015,39.515,39.515,39.515,39.515,203
6/4/2015,39.121,39.121,39.121,39.121,101
6/5/2015,38.747,38.747,38.747,38.747,203
6/8/2015,38.717,38.717,38.717,38.717,101
6/9/2015,38.844,38.844,38.639,38.639,1551
6/10/2015,39.199,39.259,39.199,39.259,2244
6/11/2015,39.584,39.584,39.179,39.179,1596
6/15/2015,39.179,39.179,39.179,39.179,101
6/16/2015,38.787,38.787,38.787,38.787,1324
6/18/2015,38.787,38.787,38.787,38.787,101
6/22/2015,38.787,38.787,38.787,38.787,101
6/23/2015,38.787,38.787,38.787,38.787,96
6/24/2015,39.207,39.207,39.129,39.129,609
6/25/2015,39.257,39.394,39.247,39.354,5180
6/26/2015,39.207,39.247,39.119,39.119,1421
6/29/2015,38.321,38.321,38.321,38.321,406
6/30/2015,38.666,38.675,38.045,38.045,3965
7/1/2015,38.608,38.618,38.608,38.608,5891
7/2/2015,38.608,38.608,38.608,38.608,101
7/6/2015,38.608,38.608,38.608,38.608,101
7/7/2015,37.582,37.582,37.582,37.582,101
7/8/2015,37.278,37.278,37.278,37.278,101
7/9/2015,38.164,38.164,37.799,37.858,8633
7/10/2015,37.858,37.858,37.858,37.858,203
7/13/2015,38.814,38.814,38.558,38.558,609
7/14/2015,38.558,38.558,38.558,38.558,30
7/15/2015,38.558,38.558,38.558,38.558,3
7/16/2015,38.941,39.237,38.911,39.237,2843
7/17/2015,38.999,38.999,38.999,38.999,101
7/20/2015,38.999,38.999,38.999,38.999,101
7/21/2015,39.187,39.493,39.187,39.424,8428
7/22/2015,38.99,39.039,38.794,39.039,5992
7/23/2015,39.178,39.178,39.139,39.139,506
7/24/2015,39.148,39.148,38.548,38.794,1522
7/27/2015,38.774,38.774,38.626,38.626,915
7/28/2015,38.794,39.069,38.794,39.009,1522
7/29/2015,39.009,39.009,39.009,39.009,101
7/31/2015,39.434,39.434,39.434,39.434,101
8/3/2015,39.334,39.334,39.324,39.334,750
8/4/2015,39.334,39.334,39.334,39.334,101
8/5/2015,39.453,39.453,39.453,39.453,101
8/6/2015,38.833,39.178,38.833,39.178,2165
8/7/2015,38.331,38.734,38.331,38.734,506
8/10/2015,39.129,39.286,39.129,39.286,11782
8/11/2015,39.562,39.562,38.252,38.252,3362
8/12/2015,38.154,38.154,38.154,38.154,101
8/13/2015,38.538,38.538,38.055,38.055,1625
8/14/2015,38.39,38.48,37.809,38.39,4265
8/17/2015,38.075,38.075,38.075,38.075,101
8/18/2015,38.005,38.065,37.908,37.918,3249
8/19/2015,38.144,38.144,37.268,37.434,7007
8/20/2015,37.908,37.908,37.031,37.031,2843
8/21/2015,36.893,36.893,36.291,36.291,2336
8/24/2015,33.486,37.838,33.476,35.032,12226
8/25/2015,37.141,37.141,35.603,36.252,1017
8/26/2015,36.183,36.549,35.859,36.47,19398
8/27/2015,36.922,37.335,36.578,37.012,5079
8/28/2015,36.992,36.992,36.982,36.982,203
8/31/2015,36.735,36.735,36.735,36.735,101
9/1/2015,35.643,35.643,35.426,35.426,711
9/2/2015,36.913,36.982,35.485,35.879,10564
9/4/2015,35.879,35.879,35.692,35.692,711
9/8/2015,36.153,36.193,35.801,36.193,1421
9/9/2015,35.742,35.967,35.732,35.967,812
9/10/2015,36.233,36.233,35.938,36.223,624
9/11/2015,36.115,36.144,35.772,35.938,2945
9/14/2015,35.938,35.938,35.938,35.938,101
9/15/2015,35.938,35.938,35.938,35.938,101
9/16/2015,35.829,36.183,35.829,36.183,304
9/17/2015,35.712,35.712,35.712,35.712,262
9/18/2015,36.677,36.677,36.597,36.597,915
9/22/2015,36.597,36.597,36.597,36.597,101
9/23/2015,35.742,35.742,35.446,35.446,1855
9/24/2015,35.441,35.441,35.441,35.441,12
9/25/2015,35.974,35.974,35.974,35.974,101
9/29/2015,34.966,34.966,34.749,34.749,1317
9/30/2015,35.223,35.223,35.195,35.195,3646
10/1/2015,35.491,35.994,35.491,35.668,2126
10/2/2015,36.102,36.181,35.649,35.826,1518
10/5/2015,36.191,36.568,36.191,36.568,2010
10/6/2015,36.834,36.834,36.359,36.478,3038
10/7/2015,37.081,37.081,37.081,37.081,502
10/8/2015,36.824,36.982,36.685,36.824,2532
10/9/2015,37.101,37.455,37.101,37.375,4557
10/12/2015,37.584,37.584,37.121,37.356,5652
10/13/2015,37.356,37.356,37.356,37.356,101
10/14/2015,37.356,37.356,37.356,37.356,101
10/15/2015,37.318,37.318,37.318,37.318,101
10/16/2015,37.445,37.445,37.445,37.445,202
10/19/2015,37.141,37.514,37.141,37.514,1372
10/20/2015,37.584,37.584,37.524,37.524,1014
10/21/2015,37.375,37.554,37.375,37.554,303
10/22/2015,38.028,38.028,37.385,37.385,1924
10/23/2015,38.197,38.217,38.197,38.217,2227
10/26/2015,38.147,38.355,38.068,38.355,3646
10/27/2015,38.078,38.078,37.762,37.949,1518
10/28/2015,38.494,38.504,37.901,38.097,34632
10/29/2015,38.305,38.305,38.217,38.246,1317
10/30/2015,38.236,38.236,38.018,38.227,37872
11/2/2015,38.157,38.266,38.018,38.137,3927
11/3/2015,38.137,38.631,38.137,38.631,4010
11/5/2015,39.5,39.5,38.385,38.424,3343
11/6/2015,38.504,38.504,38.325,38.335,1417
11/9/2015,38.177,38.177,37.998,37.998,1665
11/10/2015,37.514,37.791,37.514,37.791,1620
11/11/2015,36.418,37.921,36.418,37.921,1114
11/12/2015,37.969,37.969,37.969,37.969,1216
11/13/2015,37.161,37.514,37.111,37.514,1620
11/16/2015,37.494,37.494,37.494,37.494,303
11/17/2015,37.969,37.969,37.642,37.642,607
11/18/2015,38.018,38.018,38.018,38.018,607
11/19/2015,38.838,38.838,38.838,38.838,912
11/20/2015,38.887,38.995,38.494,38.995,3848
11/23/2015,38.907,39.214,38.809,38.809,10734
11/24/2015,40.023,40.023,38.484,38.719,1317
11/25/2015,38.828,38.976,38.809,38.976,1924
11/27/2015,38.957,38.957,38.355,38.355,4356
